Infraccio_Codi;Infraccio_Desc_Curta_CA;Infraccio_Desc_Curta_ES;Infraccio_Desc_Llarga_CA;Infraccio_Desc_Llarga_ES;Data_Inici_Vigencia;Data_Fi_Vigencia;Article;Normativa;Import_Nominal_?;Tipus_Infraccio;Punts_A_Retirar;Autoritat
1323;CIRC VEHICLE CARREGA SOBRESORTINT;CIRCU VEHICULO CARGA SOBRESALIENDO;Circular amb un vehicle, no destinat al transport de mercaderies, la carrega del qual sobresurt dels limits establerts reglamentariament;-;1900-01-03;9999-12-31;15. 3;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1324;ENVAIR SENTIT CONTRARI DE CIRCULACIO;INVADIR SENTIDO CONTRARIO DE CIRCULA;Envair el sentit contrari de la circulacio;Invadir el sentido contrario de la circulacion;2016-10-20;9999-12-31;29. 1;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1325;TRANSP OBJ O ANIMALS INTERFER CONDUCCIO;TRANSP OBJ O ANIMALES INTERF CONDUCCION;Transportar objectes o animals sense cuidar que no interfereixi a la conduccio;-;2010-05-25;9999-12-31;18. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1327;CIRC MENOR NO SUP A 135CM SEIENT DAVANT SUPOSITS NO AUTORITZ;CIRC MENOR NO SUP A 135CM ASIENTO DELANT SUPUESTOS NO AUTORI;Circular amb un menor d'edat d'alcada igual o inferior a 135 centimetres amb un sistema de retencio infantil homologat a l'efecte en el seient davanter del vehicle en suposits no autoritzats;-;2011-12-21;9999-12-31;117. 3;RGC;200;M;4;Il.lm./a Sr./a Regidor/a del Districte
1329;CIRC VORER/ANDAN/PASSEI/PART RESTA VEHIC;CIRC ACERA/ANDEN/PASEOS/PART RESTO VEHIC;Circular per la vorera, andanes, passeigs o parterres resta vehicles;-;2010-05-25;9999-12-31;121. 5;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1334;CIRC PATI O SIMILAR ZONA NO AUTORITZADA;CIRC PATIN O SIMILAR ZONA NO AUTORIZADA;Circular en patinet, monopati o aparell similar per una zona diferent de l'autoritzada (especifique-la).;-;2002-01-01;9999-12-31;121. 4;RGC;30;M;0;Il.lm./a Sr./a Regidor/a del Districte
1335;CIR PATI O SIMIL ARROSSEGAT  PER VEH;CIR PATIN O SIMIL ARRASTRADO  POR VEH;Circular en patinet, monopati o aparell similar sent arrossegat per altres vehicles.;-;2002-01-01;9999-12-31;121. 4;RGC;30;M;0;Il.lm./a Sr./a Regidor/a del Districte
1337;MENOR INFERIOR A 135CM SENSE SISTEMA SUBJECCIO O US INADE;MENOR INFERIOR A 135CM SIN SISTEMA SUBJECCION O USO INADE;Circular amb un menor edat  alcada igual o inferior a 135 centimetres sense utilitzar, o no fer-ho de forma adequada, un sistema de retencio infantil homologat a efecte;-;2022-03-21;9999-12-31;117. 3;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1338;TRANSPORTA CARREGA SENSE PROTECCIO DESTORBANT ELS OCUPANTS;TRANSPORTA CARGA SIN PROTECCION ESTORBANDO A OCUPANTES;No portar instal.lada una proteccio de la carrega en vehicle autoritzat per transportar simultaniament persones i carrega de manera que la carrega destorba els ocupants del vehicle.;-;1900-01-03;9999-12-31;10. 3;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1340;ENVAIR EL SENTIT CONTRARI DE CIRCULACIO;INVADIR EL SENTIDO CONTRARIO CIRCULACION;Envair el sentit contrari de la circulacio amb perill.;-;2016-01-31;9999-12-31;29. 2;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1341;CIRC ARCEN VEHIC NO AUTORIZ SENSE EMERG;CIRC ARCEN VEHIC NO AUTORIZ SIN EMERGENC;Circular pel voral un vehicle no autoritzat sense causa d'emergencia.;-;2003-05-21;9999-12-31;30. 1;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1346;CIRCULAR CARRIL DIFERENT DRETA;CIRCULAR CARRIL DIFERENTE DERECHO;Circular per un carril diferent del que hi ha a la dreta en una calcada amb mes d'un carril en el sentit de marxa.;-;1900-01-03;9999-12-31;31;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1347;PASSATGER SENSE CINTURO/DISP RETENCIO VEHICLE SUP A 9 PLACES;PASAJERO SIN CINTURON/DISP RETENCION VEHICULO SUP A 9 PLAZAS;No utilitzar, un passatger de mes de 3 anys i fins a 135 cm d'alcada, als  vehicles destinats al transport de persones de mes de 9 places, el cinturo de seguretat o dispositiu de retencio instal.lat en el seient del vehicle;-;2010-05-25;9999-12-31;117. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1348;CARREGA SENSE PROTECCIO QUE POT DANYAR ELS OCUPANTS;CARGA SIN PROTECCION QUE PUEDE DANAR A LOS OCUPANTES;No portar instal.lada una proteccio de la carrega en vehicle autoritzat per transportar simultaniament persones i carrega de manera que la carrega pot danyar els ocupants del vehicle en cas de ser projectada.;-;1900-01-03;9999-12-31;10. 3;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1349;SOBRESORTIR CARREGA EN VEHICLE AMPLADA INFERIOR A 1 METRE;SOBRESALIR CARGA EN VEHICULO ANCHURA INFERIOR A 1 METRO;Circular amb un vehicle d'amplada inferior a 1 metre la carrega del qual sobresurt dels limits reglamentaris.;-;2010-05-25;9999-12-31;15. 4;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1364;CIRC VELOC INFERIOR A MINIMA ESTABLERTA;CIRC VELOC INFERIOR A MINIMA ESTABLECIDA;Circular a velocitat anormalment reduida sense una causa justificada.;-;2010-05-25;9999-12-31;49. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1365;REDU BRUSC VELOC NO EXISTIN PERILL INMIN;REDU BRUSC VELOC NO EXIST PELIGRO INMIN;Reduccio brusca i imprudent de la velocitat sense que hi hagi un perill imminent amb risc de col.lisio;-;2010-05-25;9999-12-31;53. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1366;FER COMPETENCIA VELOCITAT ENTRE VEHICLES SENSE PERMIS;CELEBRAR COMPETENCIA VELOCIDAD ENTRE VEHICULOS SIN PERMISO;Entaular competencia de velocitat entre vehicles a la via publica o zona d'us public.;-;2016-01-31;9999-12-31;55. 2;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1369;NO PROTEGIR CARREGA QUE SOBRESURT;NO PROTEGER CARGA QUE SOBRESALE;No protegir la carrega que sobresurt per evitar danys o perills als altres usuaris.;-;2016-01-31;9999-12-31;76.R;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1370;NO CEDIR PAS INTERSEC DEGUDAM SENYALITZ;NO CEDER PASO INTERSEC DEBIDAM SENALIZAD;No cedir el pas en una interseccio degudament senyalitzada.;-;2010-05-25;9999-12-31;56. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1371;NO CEDIR PAS ALS QUE S APROXIM PER DRETA;NO CEDER PASO A LOS QUE SE APROX DERECHA;No cedir el pas als vehicles que s'aproximen per la dreta.;-;2010-05-25;9999-12-31;57. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1372;NO CEDIR PAS ALS QUE CIRCUL PER GLORIETA;NO CEDER PASO A LOS QUE CIRC POR GLORIET;Accedir a una glorieta sense cedir el pas als vehicles que hi circulen.;-;2010-05-25;9999-12-31;57.1 C;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1373;ENTRAR EN INTERSEC IMPEDINT CIRC TRANSV;ENTRAR EN INTERSEC IMPIDIEN CIRC TRANSV;Entrar en una interseccio i quedar-s'hi aturat de manera que s'impedeixi la circulacion transversal.;-;2010-05-25;9999-12-31;59. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1374;ENTRAR PAS VIANANT-CICLIST OBSTRUIN;ENTRAR PASO PEATON-CICLIST OBSTRUYEN;Entrar amb un vehicle en un pas de vianants o un pas de ciclistes i quedar-s'hi aturat de manera que se n'obstrueixi el pas.;-;2010-05-25;9999-12-31;59. 1;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1375;NO CEDIR PAS VEHICLES SERVEI D URGENCIA;NO CEDER PASO VEHICUL SERVICIO DE URGENC;No cedir el pas als vehicles d'urgencia que prestin aquest servei.;-;2010-05-25;9999-12-31;69. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1377;VEHI PRIORITA AMB SENYAL ACUSTIC INNECES;VEHI PRIORITA CON SENAL ACUSTICA INNECES;Conduir un vehicle prioritari fent us dels senyals acustics especials de manera innecesaria, quan nomes faci falta el senyal lluminos.;-;2010-05-25;9999-12-31;68. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1378;CIRCULAR VEHICLE AMB CARREGA OCULTA DISPOSITIUS SENYALITZACI;CIRCULAR VEHICULO CON CARGA OCULTA DISPOSITIVOS SENALITZACIO;Circular amb el vehicle ressenyat, amb carrega que oculta els dispositius de senyalitzacio obligatoris (enllumenat, distintius ...);Circular con el vehiculo resenado, con la carga que oculta los dispositivos de senalizacion obligatorois (iluminacion, distintivos ...);2019-01-31;9999-12-31;14. 1D;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1379;LLENCAR SOBRE VIA OBJECTE FACIN PERILL CIRCULACIO;ARROJAR SOBRE VIA OBJETOS HACEN PELIGRO CIRCULCION;Llencar sobre la via objectes o materies que facin perillosa la lliure circulacio, parada o estacionament o deteriorar aquella o les seves installacions;Arrojar sobre la via objectos o materias que hagan peligrosa la libre circulacion, parada o estacionamiento o deteriorar aquella o sus instalaciones;2022-09-10;9999-12-31;76;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1380;INCORPORAR-SE A CIRCULACIO AMB PERILL;INCORPORARSE CIRCULACION CON PELIGRO;Incorporar-se a la circulacio estant aturat, estacionat o sortint d'un immoble sense comprovar previament que es pot fer sense perill.;-;2010-05-25;9999-12-31;72. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1381;NO SENYALIT AMB SUFIC ANTELACIO MANIOBRA;NO SENALIZ CON SUFIC ANTELACION MANIOBRA;No senyalitzar amb prou antelacio, amb llums o el brac, la maniobra que es preten fer.;-;2010-05-25;9999-12-31;109;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1382;GIRAR CREANT PERILL VEHIC SENTIT CONTRAR;GIRAR CREANDO PELIG VEHIC SENTIDO CONTRA;Girar creant perill per als que s'acosten en sentit contrari.;-;2022-03-21;9999-12-31;78. 1;RGC;200;M;0;Il.lm./a Sr./a  Regidor/a de Mobilitat
1383;CANVI IMPROCED DE CARRIL NO RESPEC PRIOR;CAMBIO IMPROC DE CARRIL NO RESPET PRIOR;Canvi improcedent de carril sense respectar la prioritat;-;2010-05-25;9999-12-31;74. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1384;EFECTUAR CANVI SENTIT FORMA ANTIRREGLAM;EFECTUAR CAMBIO SENTIDO ANTIRREGLAMENTAR;Fer un canvi de sentit de la marxa obstaculitzant el pas de la resta de vehicles que circulen al darrere;-;2010-05-25;9999-12-31;78. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1386;AVANCAR EN CORBA/RASANT/VISIBIL REDUIDA;ADELANTAR EN CURVA/RASANTE/VISIB REDUCID;Avancar en revolts, canvis de rasant i en llocs de visibilitat reduida.;-;2022-03-23;9999-12-31;87. 1;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1387;AVANCAR EN PAS DE VIANANTS;ADELANTAR EN PASO DE PEATONES;Avancar en passos de vianants.;-;2010-05-25;9999-12-31;87. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1388;CIRC SENSE PORTAR ENCES LLUM POSICIO;CIRC SIN LLEVAR ENCENDIDA LUZ POSICION;Circular sense portar encesos els llums de posicio o galib.;-;2010-05-25;9999-12-31;99. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1389;AVANCAR EN INTERSECCIO;ADELANTAR EN INTERSECCION;Avancar en interseccions.;-;2010-05-25;9999-12-31;87. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1391;CIRC SENSE LLUM CARRIL SENTIT NORMAL;CIRC SIN LUZ CARRIL SENTIDO NORMAL;Circular per un carril destinat al sentit normal de la circulacio contigu a un carril habilitat per a la circulacio en sentit contrari de l'habitual amb els llums apagats.;-;2010-05-25;9999-12-31;41. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1394;NO ADOPTAR MESURES VEHICLE IMMOBILITZAT TUNEL O PAS INFERIOR;NO ADOPTAR MEDIDAS VEHICULO INMOVILIZADO TUNEL/PASO INFERIOR;No adoptar les mesures adients el conductor d'un vehicle immobilitzat dins un tunel o pas inferior.;-;1900-01-03;9999-12-31;97. 3;RGC;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1395;EXCEDIR MES 5O PER CENT EL TEMPS DE CONDUCCIO ESTABLERT;EXCEDER MAS 50 POR CIENTO TIEMPO CONDUCCION ESTABLECIDO;Excedir en mes d'un 50% els temps de conduccio establerts en la legislacio sobre transports terrestres.;-;2016-01-31;9999-12-31;120. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1396;MINORAR MES 50 PER CENT PERIODE DESCANS ESTABLERT;MINORAR MAS 50 POR CIENTO PERIODO DESCANSO ESTABLECIDO;Minorar en mes d'un 50% els periodes de descans establerts en la legislacio sobre transports terrestres.;-;2016-01-31;9999-12-31;120. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1397;NO ATURAR-SE AMB LLUM GROGA SEMAF PODENT FER-HO SENS PERILL;NO DETENERSE CON LUZ AMBAR SEMAFORO PUD HACERLO SIN PELIGRO;No detenir-se, el conductor d'un vehicle, podent fer-ho sense perill, davant el llum groc no intermitent d'un semafor.;-;1900-01-03;9999-12-31;146.C;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1398;AVANCAR VEHICLE PRECEDENT QUE HA INDICAT DESPLACAMENT;ADELANTA VEHICULO PRECEDENTE QUE HA INDICADO DESPLAZAMIENTO;Efectuar un avancament quan el conductor del vehicle que el precedeix en el mateix carril ja ha indicat el seu proposit de desplacar-se cap el mateix costat.;-;2010-05-25;9999-12-31;84. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1399;CIRCULAR PER CARRIL BICI AMB VEHICLE DE 4 RODES;CIRCULAR POR CARRIL BICI CON VEHICULO DE 4 RUEDAS;Circular pel carril bici amb un vehicle de 4 rodes.;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1400;NO ATURAR MOTOR VEHICLE EN TUNEL;NO PARAR MOTOR VEHICULO EN TUNEL;No parar el motor d'un vehicle en un tunel sempre que s'hi aturi mes de dos minuts.;-;2010-05-25;9999-12-31;115. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1401;NO UTILITZAR O US INADEQUAT CINTURO DE SEGURETAT CONDUCTOR;NO UTILIZAR O USO INADECUADO CINTURON DE SEGURIDAD CONDUCTOR;Circular sense utilitzar, degudament cordats, el conductor el cinturo de seguretat.;-;2022-03-21;9999-12-31;117. 1;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1402;NO UTILITZAR CASC CIRCULANT EN CICLOMOTOR CONDUCTOR;NO UTILIZAR CASCO CIRCULANDO EN CICLOMOTOR CONDUCTOR;No utilitzar el conductor casc de proteccio circulant en ciclomotor.;-;2022-03-21;9999-12-31;118. 1;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1403;NO UTILITZAR CASC EN MOTOCICLETA EL CONDUCTOR;NO UTILIZAR CASCO EN MOTOCICLETA EL CONDUCTOR;No utilitzar el conductor casc de proteccio circulant en motocicleta.;-;2022-03-21;9999-12-31;118. 1;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1405;NO RETIR VEH ACCID/CARREG PODENT FER-HO;NO RETIR VEH ACCID/CARGA PUDIEND HACERLO;Vehicle accidentat o carrega que obstaculitzi i que no es retiri podent-ho fer.;-;2010-05-25;9999-12-31;130. 1;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1406;NO SENYAL VEHIC ACCID/CARREG NO RETIRABL;NO SENAL VEHIC ACCID/CARGA NO RETIRABLE;Vehicle o carrega, accidentat a avariat, sense senyalitzar.;-;2010-05-25;9999-12-31;130. 1;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1408;NO UTILITZAR CASC CONDUCTOR O PASSATGER VEHICLE 3/4 RODES;NO UTILIZA CASCO CONDUCTOR O PASAJERO VEHICULO 3/4 RUEDAS;No utilitzar el conductor casc de proteccio circulant en vehicles de tres rodes o quadricicles, o vehicles especials tipus quad.;-;2022-03-21;9999-12-31;118. 1;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1409;NO UTILITZA CASC EN BICICLETA;NO USA CASCO EN BICICLETA;No utilitzar casc de proteccio circulant en bicicleta;-;2010-05-25;9999-12-31;118. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1410;RETIRAR O DETERIORAR LA SENYALITZ EN VIA;RETIRAR O DETERIORAR LA SENALIZAC EN VIA;Retirar o deteriorar la senyalitzacio d'una via;-;2010-05-25;9999-12-31;142. 2;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1411;NO OBEIR SENYAL/ORDRE AGENT;NO OBECEDER SENALES DEL AGENTE;No obeir els SENYALS i/o les ORDRES D'UN AGENT que regula la circulacio;-;2017-07-29;9999-12-31;143.A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1413;NO OBEIR SENYAL D'OBLIGACIO SENSE PERILL;NO OBECEDER SENAL DE OBLIGAC SIN PELIGRO;No obeir un senyal d'OBLIGACIO;-;2003-05-21;9999-12-31;155;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1415;NO OBEIR SENYAL PROHIBICIO SENSE PERILL;NO OBEDECER SENAL PROHIBICION SIN PELIGR;No obeir un senyal de PROHIBICIO;-;2003-05-21;9999-12-31;154;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1417;NO OBEIR SENYAL DE STOP SENSE PERILL;NO OBEDECER SENAL DE STOP SIN PELIGRO;No obeir un senyal d'ATURADA OBLIGATORIA (STOP) sense perill.;-;2010-05-25;9999-12-31;151. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1419;NO OBEIR SENYAL CESSIO PAS SENSE PERILL;NO OBEDECER SENAL CEDA PASO SIN PELIGRO;No obeir un senyal de CEDIU EL PAS sense perill.;-;2010-05-25;9999-12-31;151. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1423;NO OBEIR SENYAL ENTRADA PROHIBIDA;NO OBECEDER SENAL ENTRADA PROHIBIDA;No obeir un senyal d'ENTRADA PROHIBIDA.;-;2003-05-21;9999-12-31;152;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1425;NO OBEIR SENYAL CIRCULACIO PROHIBIDA;NO OBECEDER SENAL CIRCULACION PROHIBIDA;No obeir un senyal de CIRCULACIO PROHIBIDA;-;2003-05-21;9999-12-31;152;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1427;NO OBEIR MARQUES BLANQUES LONGITUDINALS;NO OBEDEC MARCAS BLANCAS LONGITUDINALES;No obeir MARQUES BLANQUES LONGITUDINALS.;-;2003-05-21;9999-12-31;167;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1429;NO OBEIR MARQUES BLANQUES TRANSVERS S/P;NO OBEDEC MARCAS BLANCAS TRANSVERSAL S/P;No obeir MARQUES BLANQUES TRANSVERSALS;-;2003-05-21;9999-12-31;168;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1437;NO OBEIR SEMAFOR VERMELL SENSE PERILL;NO OBEDECE SEMAFORO ROJO SIN PELIGRO;No obeir el conductor d'un ciclomotor o motocicleta el LLUM VERMELL d'un semafor SENSE PERILL;-;2010-05-25;9999-12-31;146.A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1438;NO OBEIR SEMAFOR VERMELL SENSE PERILL;NO OBEDECER SEMAFORO ROJO SIN PELIGRO;No obeir el conductor d'un vehicle el LLUM VERMELL d'un semafor SENSE PERILL;-;2010-05-25;9999-12-31;146.A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1441;NO OBEIR SEMAFOR VERMELL BICI/VMP/CICLE;NO OBEDECER LUZ ROJA SEMAFORO BICI/VMP/CICLO;No obeir el conductor d'una BICI/VMP/CICLE el LLUM VERMELL d'un semafor;-;2017-07-01;9999-12-31;146.A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1442;ARROSSEGA REMOLC SENS ACOMPLIR NORMA;ARRASTRAS REMOLQUE SIN CUMPLIR NORMAT;Arrossegar, el vehicle ressenyat, un remolc o semiremolc incomplint les condicions establertes reglamentariament;-;1900-01-03;9999-12-31;12. 4;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1443;UTILITZA PANTALLA INCOMPATIBLE ATENCIO;UTILIZA PANTALLA INCOMPATIBLE ATENCION;Conduir un vehicle utilitzant pantalles visuals incompatibles amb l'atencio permanent en la conduccio;-;2010-05-25;9999-12-31;18. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1444;PORTAR INSTAL.LAT  INHIBIDORS RADAR,CINEMOMETRE O ALTRES;LLEVAR INSTALADO INHIBIDORES RADAR,CINEMOMETRO U OTRAS;Conduir vehicles  que portin  instal.lats inhibidors de radar o cinemometres  o altres mecanismes per interferir en correcte  funcionament sistemes  vigilancia de transit;-;2022-03-21;9999-12-31;77;LSV;6000;M;6;Il.lm./a Sr./a  Primer Tinent/a d'Alcaldia.
1445;NO OBEIR INDICACIO PANELL VARIABLE;NO OBEDECER INDICACIO PANEL VARIA;No obeir les indicacions d'un panell de missatge variable;-;1900-01-03;9999-12-31;144. 1;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1446;NO UTILITZA ARMILLA REFLECTANT;NO UTILIZA CHALECO REFLECTANTE;No utilitzar el conductor del vehicle que n'ha sortit i ocupa la calcada o el voral de la via, una armilla reflectora de visibilitat alta;-;2022-03-21;9999-12-31;118. 3;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1447;CIR BICICLETA SENSE ROBA REFLECTANT;CIRC BICICLETA SIN PRENDA REFLECTAN;Circular el conductor d'una bicicleta per una via interurbana, entre la posta i la sortida del sol, sense utilitzar una peca de roba reflectora que permeti que la resta d'usuaris el distingeixin.;-;1900-01-03;9999-12-31;98. 3;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1448;CIRCULAR AMB MENOR 12 ANYS DE PASSATGER EN MOTO/CICLOMOTOR;CIRC CON MENOR 12 ANOS DE PASAJERO EN MOTO/CICLOMOTOR;Circular amb un menor de 12 anys com a passatger de ciclomotor o motocicleta.;-;2016-01-31;9999-12-31;76.I;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1449;TRANSP NOMBRE PERSONES MES 50 PER CENT PLACES AUTORITZADES;TRANSP NUMERO PERSONAS MAS 50 POR CIENTO PLAZAS AUTORIZADAS;Transportar en un vehicle un nombre de persones que suposi augmentar en un 50% les places autoritzades, exclos el conductor.;-;2016-01-31;9999-12-31;76.U;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1450;ZIGZAGUEJAR ENTRE ELS DEMES VEHICLES;ZIGZAGUEAR ENTRE LOS DEMAS VEHICULOS;Zigzaguejar entre la resta de vehicles.;-;2010-05-25;9999-12-31;3. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1451;CREAR OBST/PERILL VIA SENSE RETIRAR-HO;CREAR OBST/PELIGRO EN VIA SIN RETIRARLO;Obstaculitzar o crear perill a la via sense prendre les mesures necessaries per fer-lo desapareixer com mes aviat millor;-;2002-01-01;9999-12-31;5;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1452;CREAR OBST/PERILL VIA SENSE ADVERTIR-HO;CREAR OBST/PELIGRO EN VIA SIN ADVERTIRLO;Obstaculitzar o crear perill a la via sense prendre les mesures necessaries perque pugui ser advertit per la resta d'usuaris;-;2002-01-01;9999-12-31;5;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1453;CREAR OBST/PERILL VIA DIFICULTANT CIRCUL;CREAR OBST/PELIGRO VIA DIFICULTANDO CIRC;Obstaculitzar o crear perill a la via sense prendre les mesures necessaries perque no dificulti la circulacio;-;2002-01-01;9999-12-31;5;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1454;CIRC CAMIO AMB TRAPA CAIGUDA DIFIC VISIO;CIRC CAMION TRAMPILLA CAIDA DIFIC VISION;Circular un camio amb la trapa caiguda dificultant la visio d'algun element del vehicle;-;2002-01-01;9999-12-31;76.P;LSV;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1455;CIRC VEH TRANS PERS MES12 MT NO RESP OBLIG CIRC CARRIL DRET;CIRC VEH TRANS PERS MES12 MT NO RESP OBLIG CIRC CARRIL DEREC;Circular vehicle transport viatgers de mes de 12 mits de longitud per rondes no respectant obligacio de circular pel carril dret;Circular vehiculo transporte viajeros de mas de 12 mits de longitut por Rondas no respetando la obligacion de circular por el carril derecho;2018-02-07;9999-12-31;39. 4;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1456;CIRC VIATGER MOTOCIC FORMA ANTIRREGLAMEN;CIRC VIAJERO MOTOCIC FORMA ANTIRREGLAMEN;Circular el viatger d'una motocicleta sense encamellar-se ni recolzar els peus als reposapeus.;-;2003-05-21;9999-12-31;12. 2;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1457;CIRCUL AMB MES UN PASSATGER EN MOTOCICLE;CIRCUL CON MAS UN PASAJERO EN MOTOCICLET;Circular amb mes d'un passatger, a mes del conductor, en una motocicleta;-;2003-05-21;9999-12-31;12. 2;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1459;CIRCUL VIATGER MOTOC SENSE SOSTENIR PEUS;CIRCULAR VIAJERO MOTOCIC SIN APOYAR PIES;Circular el viatger d'una motocicleta sense els peus recolzats als reposapeus laterals.;-;2002-01-01;9999-12-31;12. 2;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1460;CIRC VIATGER MOTO SENSE ANAR EIXANCARRAT;CIRC VIAJERO MOTOCIC SIN IR A HORCAJADAS;Circular el viatger d'una motocicleta sense encamellar-se.;-;2002-01-01;9999-12-31;12. 2;RGC;30;M;0;Il.lm./a Sr./a Regidor/a del Districte
1461;CIRC VIATGER MOTOC ENTRE CONDUC/MANILLAR;CIRC VIAJERO MOTOC ENTRE CONDUC/MANILLAR;Circular el viatger d'una motocicleta o ciclomotor situat en el lloc intermedi entre el conductor i el manillar;-;2003-05-21;9999-12-31;12. 2;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1462;TRANSP VEHICLE NOMBRE PERSONS SUP AUTORI;TRANSP VEHICULO NUMERO PERSON SUP AUTORI;Transportar en un vehicle un nombre de persones superior al de places autoritzades;-;2020-01-14;9999-12-31;9. 1;RGC;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
