Infraccio_Codi;Infraccio_Desc_Curta_CA;Infraccio_Desc_Curta_ES;Infraccio_Desc_Llarga_CA;Infraccio_Desc_Llarga_ES;Data_Inici_Vigencia;Data_Fi_Vigencia;Article;Normativa;Import_Nominal_?;Tipus_Infraccio;Punts_A_Retirar;Autoritat
1677;MODIFICAR ESTAT COSES USUARI TESTIMONI ACCIDENT CIRCULACIO;MODIFICAR ESTADO COSAS TESTIGO ACCIDENTE CIRCULACION;Modificar l'estat de les coses que poden resultar utils per determinar responsabilitats, un usuari de la via que adverteix un accident de circulacio;Modificar el estado de las cosas que pueden resultar utiles para determinar responsabilidades, un usuario de la via que advierte un accidente de circulacion;2022-05-17;9999-12-31;129. 3;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1678;NO AVISAR AGENTS TESTIMONI ADVERTEIX ACCIDENT CIRCUALCIO;NO AVISAR AGENTES TESTIGO OBSERVA ACCIDENTE CIRCULACION;No avisar als agents de l'autoritat un usuari de la via que adverteix un accident de circulacio amb victimes;No avisar a los agentes de la autoridad un usuario de la via que advierte un accidente de circulacion con victimas;2022-05-17;9999-12-31;129. 3;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1679;NO QUEDAR-SE AL LLOC TESTIMONI ACCIDENT AMB VICTIMES;NO QUEDARSE EN LUGAR TESTIGO  ACCIDENTE CON VICTIMAS;No quedar-se o no tornar al lloc on s'ha produit un accident amb victimes  fins que arribi l'autoritat, un usuari de la via que adverteix l'accident;No quedarse o no volver al lugar donde se ha producido un accidente con victimas hasta que llegue la autoridad, un usuario de la via que advierte el accidente;2022-05-17;9999-12-31;129. 3;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1680;NO COMUNICAR A AJUNT.AMB ANTERIORITAT INICI OBRES VIA PUBL.;NO COMUNICAR A AYUNT.CON ANTERIORIDAD INICIO OBRAS VIA PUBL.;No comunicar a l'Ajuntament amb anterioritat l'inici de les obres realitzades a la via publica;-;2016-01-31;9999-12-31;76.B;LSV;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1681;NO SEGUIR EL RESP.OBRES INSTRUC.DE L'AUTORIT.REF.A OBRES VP;NO SEGUIR EL RESP.OBRAS INSTRUC.DE LA AUTORID.REF.A OBRAS VP;No seguir el responsable de les obres les instruccions de l'autoritat referents a les obres realitzades a la via publica;-;2016-01-31;9999-12-31;76.B;LSV;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1682;NO SENYALITZAR OBRES D'ACORD NORMATIVA AMB RISC SEGURET.VIAR;NO SENALIZAR OBRAS SEGUN NORMATIVA CON RIESGO SEGURIDAD VIAL;No instal.lar senyalitzacio d'obres o fer-ho incomplint la normativa vigent, ficant en greu risc la seguretat vial;-;2016-01-31;9999-12-31;77.Ç?;LSV;3000;E;0;Il.lm./a Sr./a Regidor/a del Districte
1683;INCOMPLIR NORMES AUTORIT/FUNC.CENTRES ENSENYAMENT CONDUCCIO;INCUMPLIR NORMAS AUTORIZ/FUNC. CENTROS ENSENANZA CONDUCCION;Incomplir les normes sobre el regim d'autoritzacio i funcionament de centres d'ensenyament de conduccio o que suposi un impediment a les tasques d'inspeccio;-;2016-01-31;9999-12-31;77.Q;LSV;3000;E;0;Il.lm./a Sr./a Regidor/a del Districte
1684;CAUSAR DANYS VIA PER MASSA/DIMENSIO VEHICLE SENSE AUT.ADMIN.;CAUSAR DANOS VIA POR MASA/DIMENSION VEHICULOSIN AUT.ADMINIS;Causar destrosses a la infraestructura de la via, o alteracions de la circulacio degut a la massa o dimensions del vehicle, quan no es disposi de la corresponent autoritzacio administrativa o s'hagin incomplert les condicions de la mateixa;-;2016-01-31;9999-12-31;77.R;LSV;3000;E;0;Il.lm./a Sr./a Regidor/a del Districte
1685;NO VERIFICAR MATRICUL NO PRESENTIN OBSTACLES DIFICULT IDENTI;NO VERIFICAR MATRICUL NO PRESENTAN OBSTACUL DIFICULT IDENTI;Incomplir l'obligacio de tot conductor de verificar que les plaques  matricules del vehicle no presenten obstacles que impedeixen o dificultin la seva lectura i indentificacio;Incomplir la obligacion de todo conductor de verificar que las placas de  matriculas del vehiculo no presentan obstaculos que impiden o dificulain su lectura y indentificacion;2016-12-13;9999-12-31;76.P;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1686;AVANCAR A BICICLETA/CICLOMOTOR SENSE SEPARACIO MINIMA 1,5M;AVANZAR A BICICLETA/CICLOMOTOR SINE SEPARACION MINIMA 1,5M;Avancar un vehicle a bicicleta o ciclomotor sense deixar una amplada de seguretat d'almenys 1,5 metres;Avanzar un vehiculo a bicicleta o ciclomotor sin dejar una distancia de seguridad minima de 1,5 metres;2022-03-23;9999-12-31;35. 4;LSV;200;M;6;Il.lm./a Sr./a  Primer Tinent/a d'Alcaldia.
1687;CONDUIR , SUBJECTANT AMB LA MA TELEFON;CONDUCIR , SUJETANDO CON LA MANO TELEFONO;Conduir un vehicle subjectant amb la ma dispositius de telefonia mobil;Conducir un vehiculo sujetando con la mano dispositivos de telefonia movil;2022-03-23;9999-12-31;76;LSV;200;M;6;Il.lm./a Sr./a  Primer Tinent/a d'Alcaldia.
1688;CONDUIR MANTENINT TELEFON AJUSTAT ENTRE CASC I CAP;CONDUIR MANTENIENDO TELEFONO AJUSTADO ENTRE CASCO I CABEZA;Conduir un vehicle utilitzant dispositius de telefonia mobil mantenint-los ajustats entre el casc de proteccio i el cap de usuari;Conducir un vehiculo utilitzando dispositivos de telefonia movil mantenindolos ajustados entre el casco de proteccion y la cabeza del usuario;2022-03-23;9999-12-31;76;LSV;200;M;3;Il.lm./a Sr./a  Primer Tinent/a d'Alcaldia.
1689;INCOMPLIR NORMES MATERIA AUXILI A VIES PUBLIQUES;INCUMPLIR NORMAS MATERIA AUXILIO EN VIAS PUBLICAS;Incomplir les normes en materia d'auxili a les vies publiques;Incumplir las normas en materia de auxilio en las vias publicas;2022-05-17;9999-12-31;77. V;LSV;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1700;CIRCULAR BICICLETA SENTIT CONTRARI MARXA NO AUTORITZADA;CIRCULAR BICICLETA SENTIDO CONTRARIO MARCHA NO AUTORIZADA;Circular  en bicicleta en sentit contrari a la marxa quan ho prohibeixi senyal o tipus carrer;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1701;CIRCULAR BICICLETA ENTRE 22H I 7H PER VORERA MENYS 4.75M;CIRCULAR BICICLETA ENTRE 22H I 7HPOR ACERA MENOS DE 4.75M;Circular en bicicleta entre les 22 i les 7 hores per una vorera, andana o passeig on l'amplada sigui inferior a 4,75 metres i 3 metres d'espai lliure.;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1702;CIRCULAR BICICLETA POSSICIO NO ASSEGURA DILIGENT CONDUCCIO;CIRCULAR BICICLETA POSICION NO ASEGURA DILIGENTE CONDUCCION;No mantenir el conductor d'una bicicleta una posicio que asseguri la diligent conduccio;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1703;CIRCULAR BICICLETA AGAFAT A VEHICLE EN MARXA;CIRCULAR BICICLETA COGIDO A VEHICULO EN MARCHA;Circular en bicicleta agafat a un vehicle en marxa;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1704;CIRCULAR BICICLETA SENSE AGAFAR MANILLAR AMBDUES MANS;CIRCULAR BICICLETA SIN AMBAS MANOS EN EL MANILLAR;Circular en bicicleta sense agafar el manillar amb ambdues mans;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1705;CIRCULAR BICICLETA FENT ZIG-ZAG ENTRE VEHICLES EN MARCHA;CIRCULAR BICICLETA ZIGZAGUEANDO ENTRE VEHICULOS EN MARCHA;Circular en bicicleta fent zig-zag entre vehicles en marxa;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1706;CARREGAR OBJECTES A BICICLETA DIFICULTANT MANIOBRES O VISIO;CARGAR OBJETOS EN BICICLETA DIFICULTANDO MANIOBRAS O VISION;Carregar la bicicleta amb objectes que dificultin las maniobres o redueixin la visio;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1707;CIRCULAR BICICLETA Z.HABILITADES AFECTANT SEGURETAT VIANANTS;CIRCULAR BICICLETA Z.HABILITADAS AFECTANDO SEG.PEATONES;Circular en bicicleta per zones de vianants i voreres habilitades realitzant maniobres que afecten a la seguretat dels vianants;-;2016-01-31;9999-12-31;76.M;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1708;TRAVESSAR PAS VIANANTS EN BICICLETA AFECTANT SEG.VIANANTS;CRUZAR PASO PEATONES EN BICICLETA AFECTANDO SEG. PEATONES;Circular en bicicleta sense reduir la velocitat quan es travessa un pas de vianants o sense prendre les precaucions necessaries per evitar situacions de conflicte amb els vianants;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1709;CIRCULAR BICICLETA PARCS NO RESPECTANT PATRIMONI/MOB.URBA;CIRCULAR BICICLETA PARQUES NO RESPETANDO PATRIMONIO/MOB.;Circular en bicicleta pels parcs publics per sobre les zones enjardinades sense respectar patrimoni natural i mobiliari urba;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1710;CIRCULAR BICICLETA PARCS NO RESPECTANT CONDICIONS CIRCULACIO;CIRCULAR BICICLETA PARQUES NO RESPETANDO CONDIC.CIRCULACION;Circular en bicicleta pels parcs publics sense respectar la senyalitzacio ni les vies ciclistes i itineraris de les zones pavimentades o de terra en cas d'existir;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1711;NO RESPECTAR BICICLETA PREFERENCIA VIANANTS EN PARCS PUBLICS;NO RESPETAR BICICLETA PREFERENCIA PEATONES PARQUES PUBLICOS;Circular en bicicleta pels parcs publics sense respectar la preferencia dels vianants;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1712;CIRCULAR BICICLETA ALS PARCS PER ZONES PROHIBIDES;CIRCULAR BICICLETA EN PARQUES POR ZONAS PROHIBIDAS;Circular en bicicleta per sobre parterres, zones amb vegetacio i zones expressament senyalitzades;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1713;ESTACIONAR BICICLETA DAVANT ZONES ESTACIONAMENT RESERVATS;ESTACIONAR BICICLETA DELANTE ZONAS APARCAMIENTO RESERVADO;Estacionar una bicicleta davant de zones on hi hagi reserves d'estacionament per a persones amb mobilitat reduida/diversitat funcional , de carrega i descarrega a la calcada o de servei public, durant les hores de reserva;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1714;ESTACIONAR BICICLETA A LA VORERA IMPEDINT PAS DE VIANANTS;ESTACIONAR BICICLETA EN ACERA IMPIDIENDO PASO DE PEATONES;Estacionar una bicicleta a la vorera quan s'impedeixi el pas dels vianants;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1715;CIRCULAR BICICLETA ARRENDADA GRUPS DE 9 CARRER MENYS DE 10MT;CIRCULAR BICICLETA ALQUILADA GRUPOS DE 9 CALLE MENOS DE 10MT;Circular en bicicleta grups superiors a 9 persones, en carrers d'amplada inferior als 10 metres,  quan les bicicletes provinguin d'arrendament per persona fisica o juridica que exerceix una activitat de tipus turistic o d'oci amb anim de lucre;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1716;CIRCULAR BICICLETA ARRENDADA GRUPS SUPERIOR A 15 PERSONES;CIRCULAR BICICLETA ALQUILADA GRUPOS SUPERIORES A 15 PERSONAS;Circular en bicicleta grups superiors a 15 persones, quan les bicicletes provinguin d'arrendament per persona fisica o juridica que exerceix una activitat de tipus turistic o d'oci amb anim de lucre;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1717;PARAR O ESTACIONAR VEHICLE MOTOR A CARRILS/VIES BICI;PARAR O ESTACIONAR VEHICULO MOTOR EN CARRILS/VIAS BICI;Parar, o estacionar un vehicle als carrils bici, vies ciclistes.;Parar, o estacionar un vehiculo a los carriles bici, vias ciclistas;2022-03-22;9999-12-31;76. D;LSV;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1718;CIRCULAR VEHICLE MOTOR POSANT EN PERILL AL CONDUCTOR CICLE;CIRCULAR VEHICULO MOTOR PONIENDO EN PELIGRO CONDUCTOR CICLO;Circular un vehicle fent maniobres que impliquen posar en perill la integritat del conductor dels cicles i bicicletes.;-;2016-01-31;9999-12-31;76.M;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1719;CIRCULAR VEHICLE MOTOR ASSETJANT CONDUCTOR BICICLETA;CIRCULAR VEHICULO MOTOR ACOSANDO CONDUCTOR BICICLETA;Circular un vehicle realitzant maniobres assetjament a bicicleta  (distancies de seguretat, llums, claxon o altres, constitueixen un intent de modificar la trajectoria/marxa dins del carril de circulacio, o impliquen un risc;-;2016-01-31;9999-12-31;76.Ç?;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1720;CIRCULAR MOTOCICLETA O CICLOMOTOR A ZONES RESERVADES BICI;CIRCULAR MOTOCICLETA O CICLOMOTOR EN ZONAS RESERVADAS BICI;Circular pel carril bici i/o vies ciclistes amb motocicleta o ciclomotor;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1721;CIRCULAR PER VORERA VMP O CICLE MES 2R TIPUS A/B/C1;CIRCULAR POR ACERA VMP O CICLO MAS 2R TIPO A/B/C1;Circular per la vorera amb un vehicle de mobilitat personal (VMP) o cicle de mes de dues rodes del tipus A, B o C1;-;2017-09-19;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1722;Circular VMP A/B per calcada vies/zones prohib;Circular VMP A/B por calzada vias/zonas prohib;Circular amb un vehicle de mobilitat personal (VMP) del tipus A o B per la calcada per vies o zones prohibides;Circular con un vehiculo de movlidad personal (VMP) del tipus A o B por la calzda por vias o zonas prohibidas;2017-09-19;9999-12-31;71.T 3.2d;OCVV;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1723;CIRCULAR PER PARC PUBLIC CICLE MES 2R TIPUS C1;CIRCULAR POR PARQ PUBLIC CICLO MAS 2R TIPO C1;Circular amb un cicle de mes de dues rodes del tipus C1 pels parcs publics;Circular con un ciclo de mas de dos ruedas del tipo C1 por los parques publicos;2019-07-18;9999-12-31;71.T 3.2d;OCVV;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1724;TRANSP VEHIC. MOB. PERS. NOMBRE PERSONS SUP AUTORI;TRANSP VEHI. MOV. PERS. NUMERO PERSON SUP AUTORI;Transportar en un vehicle de mobilitat personal (VMP) un nombre de persones superior al de places autoritzades;Transportar en un vehiculo de movilidad personal (VMP) un numero de personas superior a la de plazas autorizadas;2020-01-13;9999-12-31;9. 1;RGC;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1725;CIRCULAR CICLE MES 2R ENTRE 22H I 7H PER VORERA MENYS 4.75M;CIRCULAR CICLO MAS 2R ENTRE 22H I 7H POR ACERAA MENOS 4.75M;Circular amb un cicle de mes de dues rodes del tipus C2, entre les 22 i les 7 hores per una vorera, andana o passeig on l'amplada sigui inferior a 4,75 metres i 3 metres d'espai lliure;Circular amb un cicle de mes de dues rodes del tipus C2, entre les 22 i les 7 hores per una vorera, andana o passeig on l'amplada sigui inferior a 4,75 metres i 3 metres d'espai lliure;2017-07-24;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1730;Circular VMP/cicle mes 2r un menor de 16 anys;Circular VMP/ciclo mas 2r un menor de 16 anos;Circular un menor de 16 anys amb un vehicle de mobilitat personal (VMP) o cicle de mes de dues rodes;Circular un menor de 16 anos con un vehiculo de movilidad personal (VMP) o ciclo de mas de dos ruedas;2017-07-01;9999-12-31;71.T 3.1b;OCVV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1731;Circula cicle mes 2r menor 18 anys transportant persones;Circular ciclo mas 2r menor 18 anos transportan personas;Circular un menor de 18 anys, transportant persones, amb un cicle de mes de dues rodes;Circular un menor de 18 anos, transportando personas, con un ciclo de mas de dos ruedas;2017-07-01;9999-12-31;71.T 3.1b;OCVV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1732;Circular VMP/cicle mes 2r de forma temeraria;Citcular VMP/ciclo mas 2r de forma temeraria;Circular amb un vehicle de mobilitat personal (VMP) o amb el cicle de mes de dues rodes de forma temeraria;Circular con una vehiculo de movilidad personal (VMP) o ciclo de mas de dos ruedas de manera temeraria;2017-07-01;9999-12-31;71.T 3.2b;OCVV;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1733;Circular VMP/cicle mes 2r no respect la preferencia vianants;Circular VMP/ciclo mas 2r no respeta la preferencia peatones;Circular amb un vehicle de mobilitat personal (VMP) o cicle de mes de dues rodes, sense respectar la preferencia dels vianants;Circular con una vehiculo de movilidad personal (VMP) o ciclo de mas de dos ruedas, sin respetar la preferencia de los peatones;2017-07-01;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1734;Circular VMP/cicle mes 2r sense distancia 1m amb vianants;Circular VMP/ciclo mas 2r sin distancia 1m con viandantes;Circular amb un vehicle de mobilitat personal (VMP) o cicle de mes de dues rodes, sense mantenir una distancia de separacio minima d'un metre respecte de les persones vianants;Circular con una vehiculo de movilidad personal (VMP) o ciclo de mas de dos ruedas, sin mantenrr una distancia de separacion minima de un metro respecto de los peatones;2017-07-01;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1735;Circular VMP/cicle mes 2r no adequant la velocitat pas viana;Circular VMP/ciclo mas 2r no adecua la velocidad paso peaton;Circular amb un vehicle de mobilitat personal (VMP) o cicle de mes de dues rodes, sense adequar la velocitat al pas de les persones vianants;Circular con una vehiculo de movilidad personal (VMP) o ciclo de mas de dos ruedas, sin adecuar la velocidad al paso de los peatones;2017-07-01;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1736;Circular VMP/cicle mes 2r fent maniobres insegures;Circular VMP/ciclo mas 2r haciendo maniobras inseguras;Circular amb un vehicle de mobilitat personal (VMP) o cicle de mes de dues rodes, realitzant maniobres que afecten negativament la seguretat;Circular con una vehiculo de movilidad personal (VMP) o ciclo de mas de dos ruedas, realitzando maniobras que afectan negativamente la seguridad;2017-06-01;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1737;Circular VMP/cicle mes 2r sense manten 1m respecte les facan;Circular VMP/cicl mas 2r sin mantener 1m respecto fachada;Circular amb un vehicle de mobilitat personal (VMP) o cicle de mes de dues rodes, sense mantenir un metre de distancia minima respecte de la linia de facanes.;Circular con una vehiculo de movilidad personal (VMP) o ciclo de mas de dos ruedas, sin mantener un metro de distancia minima respecto de la linea de fachadas;2017-07-01;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1738;Circular VMP/cicle mes 2r amb aglomeracio de vianants;Circular VMP/ciclo mas 2r con aglomeracion de viandantes;Circular veh mob pers (VMP)/cicle mes dues rodes, en esp reserv vianants, sense suspend circul moments alta intensit o aglomer circul person, o quan no resulti possible mant un metre distanc, o circular linia recta durant cinc metr de manera contin;Circular veh mob pers (VMP)/cicle mes dues rodes, en esp reserv vianants, sense suspend circul moments d.alta intensit o aglomer circul person, o quan no resulti possible mant un metre distanc, o circular linia recta durant cinc metr de manera contin;2017-07-01;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1740;Circular VMP/cicle mes 2r sense timbre/llum/elements reflect;Circular VMP/cicle mas 2r sin timbre/luz/elementos reflectan;Circular amb un vehicle de mobilitat personal (VMP - excepte dels de tipus A) o cicle de mes de dues rodes, sense dur un timbre, llums i elements reflectants degudament homologats;Circular con una vehiculo de movilidad personal (VMP- excepto del de tipo A) o ciclo de mas de dos ruedas, sin llevar un timbre, luces y elementos reflectantes debidamente homologados;2017-07-01;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1741;Circular cicle mes 2r C2 a vorera/andana/passeig de -4,7;Circular ciclo mas 2r C2 en acera/anden /paseo de -4,7 m;Circular amb un cicle de mes de dues rodes del tipus C2, per les voreres, andanes i passeigs d'amplada inferior a 4,75m;Circular con un ciclo de mas de dos ruedas del tipo C2, por las aceras, andenes y paseos de anchura inferior a 4,75m;2017-07-01;9999-12-31;71.T 3.2d;OCVV;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1742;VMP/cicle mes 2r A/C2 platafor unica vianant amb veloc inad;VMP/ciclo mas 2r A/C2 platafor unica peaton con veloc inadec;Circular amb un vehicle de mobilitat personal (VMP) del tipus A o cicle de mes de dues rodes del tipus C2 per plataforma unica de vianants amb velocitat inadequada;Circular con un vehiculo de movilidad personal (VMP) del tipo A o ciclo de mas de dos ruedas del tipo C2 por plataforma unica de peatones con velocidad inadecuada;2017-07-01;9999-12-31;71.T 3.1a;OCVV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1743;VMP/cicle mes 2r  A/B/C1/C2 sense respectar passos de vianan;VMP/ciclo mas 2r  A/B/C1/C2 sin respetar paso peatones;Circular amb un vehicle de mobilitat personal (VMP) del tipus A o B o cicle de mes de dues rodes del tipus C1 i C2 sense reduir la velocitat en els passos de vianants o passar un cop han estat vistos pels vehicles de la calcada;Circular con un vehiculo de movilidad personal (VMP) del tipo A o B o ciclo de mas de dos ruedas del tipo C1 iC2 sin reducir la velocidad en los pasos de peatones o pasar una vez han sido  vistos por los vehiculos de la calzada;2017-07-01;9999-12-31;71.T 3;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
